exp_name,exp_time,train_time,train_time_epoch,val_time_epoch,last_test_time_consumption,acc,loss,FLOPS,param
0,exp(Testc5b3_on_huge_datasets)_gcvit_xt_on_TissueMnist,"08/03/2023, 03:16:08",315.212,26.268,1.515,2.7523996829986572,0.3208,1.8573,14.003011584,19.395848
