exp_name,exp_time,train_time,train_time_epoch,val_time_epoch,acc,loss,last_test_time_consumption
0,exp(TestPLVA2)_gdbls_conv3block3_on_cifar100,"08/19/2022, 20:34:15",864.312,13.941,0.93,0.6901,1.8913,
1,exp(TestPLVA2)_gdbls_conv3block3_on_cifar100,"08/19/2022, 23:06:31",1035.132,13.988,0.931,0.689,1.887,1.6933567523956299
